"REF_DATE","GEO","DGUID","Estimate","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-12","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","69997","B","","","0"
"2022-01","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","70399","B","","","0"
"2022-02","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","70743","B","","","0"
"2022-03","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","70793","B","","","0"
"2022-04","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","70964","B","","","0"
"2022-05","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","71382","B","","","0"
"2022-06","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","70673","B","","","0"
"2022-07","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","69234","B","","","0"
"2022-08","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","69769","B","","","0"
"2022-09","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","69612","A","","","0"
"2022-10","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","69456","A","","","0"
"2022-11","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","70478","B","","","0"
"2022-12","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","71216","B","","","0"
"2023-01","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","71448","A","","","0"
"2023-02","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","71544","A","","","0"
"2023-03","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","71462","A","","","0"
"2023-04","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","70960","A","","","0"
"2023-05","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","73288","A","","","0"
"2023-06","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","73495","B","","","0"
"2023-07","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","73493","A","","","0"
"2023-08","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","73804","B","","","0"
"2023-09","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","74993","B","","","0"
"2023-10","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","75141","B","","","0"
"2023-11","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","74560","B","","","0"
"2023-12","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","75094","B","","","0"
"2024-01","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","75645","B","","","0"
"2024-02","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","77154","B","","","0"
"2024-03","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","77969","B","","","0"
"2024-04","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","76981","B","","","0"
"2024-05","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","77103","A","","","0"
"2024-06","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","77209","A","","","0"
"2024-07","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","77265","B","","","0"
"2024-08","Nova Scotia","2021A000212","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310876","4.1.331","77621","A","","","0"
"2020-01","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","49669","A","","","0"
"2020-02","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","49685","B","","","0"
"2020-03","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","49062","B","","","0"
"2020-04","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","45044","B","","","0"
"2020-05","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","48101","B","","","0"
"2020-06","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","50690","A","","","0"
"2020-07","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","52186","A","","","0"
"2020-08","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","53485","A","","","0"
"2020-09","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","54816","B","","","0"
"2020-10","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","54321","A","","","0"
"2020-11","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","54799","B","","","0"
"2020-12","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","54890","B","","","0"
"2021-01","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","54969","B","","","0"
"2021-02","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","54794","B","","","0"
"2021-03","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56088","A","","","0"
"2021-04","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56232","A","","","0"
"2021-05","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56064","B","","","0"
"2021-06","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56526","B","","","0"
"2021-07","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56743","A","","","0"
"2021-08","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56242","B","","","0"
"2021-09","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56897","A","","","0"
"2021-10","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56888","A","","","0"
"2021-11","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56379","A","","","0"
"2021-12","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56509","A","","","0"
"2022-01","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56185","B","","","0"
"2022-02","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56962","B","","","0"
"2022-03","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","57012","B","","","0"
"2022-04","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","57497","B","","","0"
"2022-05","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","57373","A","","","0"
"2022-06","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56004","B","","","0"
"2022-07","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56524","B","","","0"
"2022-08","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56581","B","","","0"
"2022-09","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56851","A","","","0"
"2022-10","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","56774","A","","","0"
"2022-11","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","57217","B","","","0"
"2022-12","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","57634","B","","","0"
"2023-01","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","58216","B","","","0"
"2023-02","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","58534","A","","","0"
"2023-03","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","58303","B","","","0"
"2023-04","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","58299","A","","","0"
"2023-05","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","58926","B","","","0"
"2023-06","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","59522","B","","","0"
"2023-07","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","59687","B","","","0"
"2023-08","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","60347","B","","","0"
"2023-09","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","59631","B","","","0"
"2023-10","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","59877","B","","","0"
"2023-11","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","60364","B","","","0"
"2023-12","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","60727","B","","","0"
"2024-01","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","60973","B","","","0"
"2024-02","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","61296","B","","","0"
"2024-03","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","61418","A","","","0"
"2024-04","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","61634","A","","","0"
"2024-05","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","62529","B","","","0"
"2024-06","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","62470","A","","","0"
"2024-07","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","63075","B","","","0"
"2024-08","New Brunswick","2021A000213","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310903","5.1.331","63834","B","","","0"
"2020-01","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","508448","A","","","0"
"2020-02","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","509554","B","","","0"
"2020-03","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","496219","B","","","0"
"2020-04","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","475714","B","","","0"
"2020-05","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","474338","B","","","0"
"2020-06","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","489621","B","","","0"
"2020-07","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","498769","B","","","0"
"2020-08","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","501851","A","","","0"
"2020-09","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","506426","B","","","0"
"2020-10","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","510414","A","","","0"
"2020-11","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","513651","A","","","0"
"2020-12","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","517508","A","","","0"
"2021-01","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","519655","B","","","0"
"2021-02","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","521902","B","","","0"
"2021-03","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","526199","A","","","0"
"2021-04","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","530171","A","","","0"
"2021-05","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","535595","A","","","0"
"2021-06","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","540558","A","","","0"
"2021-07","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","537593","A","","","0"
"2021-08","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","537272","A","","","0"
"2021-09","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","535607","A","","","0"
"2021-10","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","532061","A","","","0"
"2021-11","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","531308","A","","","0"
"2021-12","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","537328","A","","","0"
"2022-01","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","541169","B","","","0"
"2022-02","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","553858","A","","","0"
"2022-03","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","556135","B","","","0"
"2022-04","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","539942","B","","","0"
"2022-05","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","535208","B","","","0"
"2022-06","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","540248","B","","","0"
"2022-07","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","529348","B","","","0"
"2022-08","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","526859","A","","","0"
"2022-09","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","532119","B","","","0"
"2022-10","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","531836","B","","","0"
"2022-11","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","533889","B","","","0"
"2022-12","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","534099","B","","","0"
"2023-01","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","534192","A","","","0"
"2023-02","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","532346","A","","","0"
"2023-03","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","532097","A","","","0"
"2023-04","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","529169","A","","","0"
"2023-05","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","532220","B","","","0"
"2023-06","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","532154","B","","","0"
"2023-07","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","531950","A","","","0"
"2023-08","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","532302","B","","","0"
"2023-09","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","531468","A","","","0"
"2023-10","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","535731","B","","","0"
"2023-11","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","536829","B","","","0"
"2023-12","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","538475","A","","","0"
"2024-01","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","540366","B","","","0"
"2024-02","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","542896","A","","","0"
"2024-03","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","542631","A","","","0"
"2024-04","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","542389","A","","","0"
"2024-05","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","546098","A","","","0"
"2024-06","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","548627","A","","","0"
"2024-07","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","554234","A","","","0"
"2024-08","Quebec","2021A000224","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310930","6.1.331","556841","A","","","0"
"2020-01","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","752892","B","","","0"
"2020-02","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","753080","B","","","0"
"2020-03","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","725414","B","","","0"
"2020-04","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","663616","B","","","0"
"2020-05","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","627565","B","","","0"
"2020-06","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","650383","A","","","0"
"2020-07","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","688790","B","","","0"
"2020-08","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","702471","A","","","0"
"2020-09","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","717161","A","","","0"
"2020-10","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","717221","A","","","0"
"2020-11","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","720549","A","","","0"
"2020-12","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","724927","A","","","0"
"2021-01","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","727733","A","","","0"
"2021-02","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","731510","A","","","0"
"2021-03","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","735097","A","","","0"
"2021-04","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","749919","A","","","0"
"2021-05","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","743706","A","","","0"
"2021-06","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","744914","A","","","0"
"2021-07","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","760953","A","","","0"
"2021-08","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","758821","A","","","0"
"2021-09","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","760962","A","","","0"
"2021-10","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","765541","A","","","0"
"2021-11","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","767882","A","","","0"
"2021-12","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","771270","A","","","0"
"2022-01","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","770595","B","","","0"
"2022-02","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","776901","A","","","0"
"2022-03","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","773775","A","","","0"
"2022-04","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","790824","A","","","0"
"2022-05","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","788481","B","","","0"
"2022-06","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","790541","B","","","0"
"2022-07","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","792890","B","","","0"
"2022-08","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","795275","A","","","0"
"2022-09","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","796616","A","","","0"
"2022-10","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","795146","A","","","0"
"2022-11","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","797759","B","","","0"
"2022-12","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","802929","B","","","0"
"2023-01","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","801713","B","","","0"
"2023-02","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","804766","B","","","0"
"2023-03","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","806540","B","","","0"
"2023-04","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","808116","B","","","0"
"2023-05","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","810579","B","","","0"
"2023-06","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","812513","B","","","0"
"2023-07","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","818123","B","","","0"
"2023-08","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","823410","B","","","0"
"2023-09","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","829082","B","","","0"
"2023-10","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","832637","B","","","0"
"2023-11","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","834536","B","","","0"
"2023-12","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","834470","B","","","0"
"2024-01","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","839275","B","","","0"
"2024-02","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","836828","B","","","0"
"2024-03","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","843440","B","","","0"
"2024-04","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","848267","B","","","0"
"2024-05","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","849232","B","","","0"
"2024-06","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","844515","A","","","0"
"2024-07","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","847214","B","","","0"
"2024-08","Ontario","2021A000235","Employment for all employees","Health care and social assistance [62]","Persons","249","units","0","v79310957","7.1.331","851902","B","","","0"
